attr_0,attr_1,attr_2,class
6.089870917549978,1.676147833541154,3.7125861443252237,0
3.0754898096943553,3.237406633383358,1.0429871180148709,0
3.265000419101143,3.296054612059276,9.094777988656084,0
4.21115369574364,1.5692059900007538,5.819496411081003,0
1.5638010047921025,2.2306966318276302,2.5968943001664355,0
0.6378927755890262,0.6421101648797356,2.0552526538727767,0
3.457981319688418,2.648122373571141,0.013651188942849224,0
5.901480652437652,6.258342255699962,5.164120406328631,1
6.208208265003583,0.6315933324053291,4.184915632811644,0
3.419414656413793,4.003634587582957,8.249106859584673,0
0.16077351480132784,3.807906586241152,5.447607025144363,0
1.2481743215461039,0.4686075577920368,8.508599260554004,0
0.5645504908272625,3.883618177221926,4.020449455778826,0
1.0675782970189585,3.2508793093305535,2.8460216077081233,0
0.12252741321075789,1.5128672070338423,3.529788817117291,0
1.8224005364322404,2.8010479799966337,3.2728150367694484,0
0.19016576475721303,2.03561572421443,2.675403945546655,0
1.9108310131355255,3.791784347072893,0.42357564419859606,0
5.840456789679797,0.6451477456722687,7.724192641102537,0
3.2136995574087033,0.37487956869659333,9.178025402095836,0
2.857933523056404,2.3620636685798893,8.02454595279684,0
2.9787082022420575,4.402439289925198,3.0800275463524587,0
2.4238840429085395,0.9801121619494235,5.8804258818302415,0
2.2836982746051415,2.3504780624537327,1.2625714795535514,0
4.340950195801025,1.4123875625630522,7.65530752788024,0
0.987160985690082,5.259626243853597,1.1207701313355178,0
0.5714017057225751,4.2009503797900685,2.796676985034657,0
4.928195845328246,2.9994206977702262,5.96081955238306,0
3.981222220374079,2.0985137839361645,9.528128092119521,0
4.303431736890725,3.202987424967425,9.06653296951999,0
4.996385505916969,1.5275829546093056,2.5535363660419264,0
0.0760985451237961,5.843396262523537,8.963010763901694,0
2.500480405258899,0.44518327476075314,9.334685319687576,0
4.928370174120018,2.1610386888969457,8.121181579256248,0
4.474720350509377,2.0301533723366227,6.723901347327272,0
2.921006102875693,4.907166934285846,5.906144963296093,0
7.580358758947257,6.374562240267602,7.215999782363911,1
0.13609281235168025,2.560799796337332,3.732938825297402,0
4.669994195332202,8.12033293025994,1.5591850966282705,1
5.671542124408115,1.828572326198158,7.360185662522271,0
0.37039766680007524,3.6592729852455532,7.3285078921978,0
2.420107399595808,0.3666099320105354,5.190711799360467,0
2.9606348618296763,3.382620106730471,6.805342134274951,0
4.45298738135575,0.6088154054079298,2.420416478213203,0
2.773894037004969,1.790608583015525,0.561621633137136,0
4.992174156537054,2.6500309728815594,3.1309394508453425,0
0.8582047119826008,7.036823973844167,2.979155677067907,0
2.6650983724399833,3.8342613331390707,2.6824269316405793,0
3.29864980590587,4.645883234688368,8.314284223494601,0
3.5797083979724906,4.351358650932874,8.24519829784511,0
2.328298391401955,0.5591562658967653,4.695416059593743,0
3.5859854109339526,2.0041495364726614,0.22231550503711728,0
2.6762418781858157,1.2509594579444228,5.462556044942515,0
0.6524297131234535,7.212550523773508,2.5871666896568133,0
0.9034276382623918,5.6188510168513215,8.15334601308091,0
9.211538010286963,3.8971706469705047,5.688682932095654,1
2.450438473222066,4.978779412731692,2.0874545107680653,0
7.6525560211361014,7.11478410230816,7.315648144670066,1
0.5373502037304356,5.234838313828936,8.12854328046474,0
1.383493857820558,3.654294965976026,7.527071904334914,0
3.982394512209022,3.349503136346131,5.066689124804915,0
0.5348556666500581,4.097326165992618,9.435893238870685,0
1.0346379257176075,0.9252154913220112,4.485041501376875,0
4.005299373452202,1.9877055466196447,3.3951840079872153,0
1.992015955321521,3.7659328390672853,0.10817076476926424,0
1.797541507816931,0.4345229723602362,8.286543941436532,0
3.938681839756737,3.490667647908902,4.578143654507853,0
5.825386019345782,0.9627705416719812,7.817773625181726,0
0.8602053004857468,4.894923571063021,3.2577475917732435,0
6.959573630304494,8.489566170216737,4.274741399719243,1
5.088079182623614,2.243866108441377,6.86942565515799,0
3.1462651053848623,1.7128036073907127,2.552757885257275,0
2.3112485213944067,8.58929584166399,9.565556310162354,1
0.9073834555570615,6.213697623363562,2.649036858965501,0
4.2553429772119955,3.1257472707785827,7.617208910951879,0
2.0632326998405093,6.712822648385302,7.711225921739287,1
2.0444166427403365,1.288359924480228,0.46970129723194254,0
3.774661183039316,2.4871520038081196,0.15071371482784812,0
0.903865080145484,5.132442560108123,8.79960370781794,0
1.271776172375071,3.382219428814024,5.435496970361381,0
1.2725528680824905,2.974352162852907,6.138620455295063,0
7.045143632684061,0.6840948980353612,0.10240543798094914,0
0.07379211744077185,1.8290867283363021,7.599639632645088,0
3.4583042176007983,2.774512982989484,6.890225994685491,0
3.6100957765999464,4.176658833533853,8.213601528099247,0
0.315274494820168,0.4559222272236363,6.522975427950892,0
3.7774906642839943,3.1393865659074613,2.1343985375088206,0
1.5383437701045843,7.459281688839666,1.9988290180054002,1
7.235088044474702,0.02959999481545461,7.016837000616128,0
3.2783162431717674,4.044823449790041,5.689046231936866,0
0.31400359026152125,3.9367869442523453,1.146170654159273,0
5.816197799757101,6.660578023559211,6.847355258463205,1
2.454014388520984,4.968502061915389,6.45514683129692,0
4.405676299774326,0.8515896843893811,8.612142094047963,0
3.873371285119289,4.003841017446577,9.42020302102311,0
3.4814710070175616,1.3613030322145625,0.9236066112214614,0
2.231726584727254,5.740440841790736,2.556262282712148,0
3.0461376917337066,0.9767211400638387,6.842330265121569,0
1.5643518249593014,4.449476022853545,6.196317513185524,0
2.478764304747468,2.2870167147443423,3.5968802679206133,0
1.6267755741639267,2.6615945123716687,5.958057147621071,0
1.0384990725211718,3.746264174563777,0.8305049630888361,0
6.636257839253105,1.346752609787888,0.4323466676842824,0
0.13972667823424434,2.499591416810784,9.636316121509642,0
2.3938549494123085,5.204081077747061,8.287026439048946,0
5.3792697757682815,1.1601440758473713,7.864809657842021,0
4.243428600934191,3.132238915689518,8.904102768669752,0
0.09218195617649028,2.0732391935738037,8.019607882082646,0
0.5569425841081832,3.4444128756822847,9.381164916783574,0
5.9764257437940325,0.654545503627253,2.65807233849076,0
2.4152651220869004,1.8614295218495014,5.13192100436091,0
6.260316445491373,1.5991573275733761,0.2734036300903997,0
0.11496119227996537,7.027972306267319,0.3874710520031399,0
1.5163311922705736,0.017072646648625955,2.9729258873798923,0
6.349661947697401,3.125847706528968,2.972204243834262,1
6.754974976030511,3.904704309305751,4.612811461367801,1
5.148128579387348,2.558632424897832,7.416177579387289,0
2.9871262940157894,1.4893665195521355,6.726665427882777,0
0.2987605221435319,0.8709310498914868,6.611874076097754,0
6.372762798170822,0.3036238741470132,3.9918214314173364,0
4.647119057754833,0.21135848388034395,9.677615646683524,0
0.7562599705116191,6.663394661071649,9.181085237922733,0
0.6514087775717314,2.758298851856633,6.954642168484666,0
1.4299585978255103,1.0447655901210795,7.138597544632171,0
1.047424440863679,3.916005802893132,5.193059798338021,0
4.345768263901739,2.143561425297155,5.931516558168992,0
2.8370177132050047,0.6550433281405343,5.977605364998758,0
1.5022799141237497,3.870684126574041,0.9182314107637601,0
1.1466696726815684,6.193432229365045,6.453706882612628,0
1.198653673336828,3.3761517140362796,9.429097039125192,0
2.995057189994564,1.6062020742204253,0.7009177820026657,0
3.2352616846691706,3.131022622796574,5.143392348753101,0
2.0194603573023597,5.609768473400337,5.799124217996644,0
